carat,cut,color,clarity,depth_pctg,table,price,length,width,depth
0.54,Ideal,G,VVS1,61.8,55.0,2123,5.24,5.27,3.25
0.32,Ideal,G,VS2,61.5,57.0,561,4.4,4.41,2.71
1.12,Premium,H,SI1,62.4,56.0,4994,6.74,6.63,4.17
0.31,Ideal,D,VVS2,61.9,55.0,997,4.39,4.36,2.71
0.3,Premium,E,VS2,62.4,59.0,658,4.26,4.3,2.67
0.34,Good,E,VS2,57.8,64.0,754,4.6,4.61,2.66
1.74,Very Good,G,VS2,62.9,57.0,16169,7.64,7.68,4.82
1.24,Ideal,D,VVS2,62.6,55.0,13929,6.94,6.89,4.33
0.36,Ideal,H,SI1,61.4,56.0,684,4.56,4.59,2.81
1.23,Ideal,H,I1,61.8,56.0,4098,6.91,6.85,4.25
0.7,Very Good,E,VS1,62.0,59.0,2844,5.65,5.68,3.51
0.32,Very Good,H,VS1,62.8,58.0,561,4.35,4.37,2.74
1.1,Ideal,E,SI2,59.4,54.0,4071,6.79,6.74,4.02
1.22,Premium,H,SI1,61.8,57.0,6776,6.86,6.82,4.23
0.25,Ideal,F,IF,62.3,54.0,739,4.06,4.09,2.54
0.42,Ideal,D,SI1,63.0,55.0,970,4.79,4.76,3.01
0.72,Premium,I,VS2,61.1,61.0,1991,5.79,5.74,3.52
0.31,Ideal,H,SI1,61.8,54.0,441,4.35,4.4,2.7
1.06,Very Good,G,VS1,63.4,57.0,6595,6.48,6.45,4.1
0.5,Very Good,F,SI2,63.5,58.0,1094,5.03,4.98,3.18
0.29,Very Good,F,VVS2,60.2,58.0,664,4.29,4.35,2.6
0.31,Ideal,E,VS1,61.4,56.0,804,4.38,4.35,2.68
0.6,Premium,G,VVS1,60.0,58.0,2444,5.53,5.43,3.29
0.27,Ideal,E,VVS2,62.5,57.0,622,4.1,4.13,2.57
0.82,Ideal,H,SI1,62.4,56.0,2617,6.05,6.0,3.76
2.1,Premium,I,SI1,61.5,57.0,15007,8.25,8.21,5.06
1.12,Ideal,D,VS1,61.1,57.0,9694,6.68,6.75,4.1
0.71,Very Good,G,SI1,62.1,58.0,2206,5.68,5.72,3.54
0.34,Premium,G,VS2,61.6,58.0,765,4.51,4.45,2.76
0.34,Premium,G,VS2,62.0,59.0,765,4.47,4.43,2.76
1.11,Ideal,H,SI2,61.5,55.0,4883,6.65,6.69,4.1
0.33,Premium,G,VVS2,62.0,59.0,965,4.46,4.41,2.75
0.54,Premium,D,VS2,60.9,58.0,1993,5.31,5.27,3.22
0.53,Ideal,F,VVS2,62.3,56.0,2045,5.24,5.2,3.25
1.57,Very Good,I,VS2,60.3,58.0,10447,7.58,7.55,4.56
1.3,Premium,J,VVS2,62.9,60.0,6405,6.91,6.86,4.33
1.06,Ideal,F,VVS2,62.1,57.0,8954,6.5,6.54,4.05
0.29,Very Good,E,VS1,60.4,58.0,499,4.28,4.33,2.6
1.07,Very Good,E,SI1,60.4,63.0,4314,6.67,6.6,4.01
0.33,Premium,E,SI1,60.6,60.0,743,4.44,4.41,2.68
1.0,Very Good,D,SI2,64.7,57.0,4541,6.29,6.36,4.09
0.33,Ideal,H,VS2,61.8,54.0,539,4.45,4.48,2.76
0.55,Very Good,H,VS2,60.2,59.0,1327,5.36,5.24,3.19
0.9,Premium,E,SI2,61.3,60.0,3662,6.17,6.23,3.8
0.3,Premium,E,VVS1,60.0,60.0,895,4.35,4.38,2.62
0.71,Very Good,D,SI1,63.1,56.0,2508,5.66,5.62,3.56
1.0,Premium,H,VS1,59.1,60.0,4732,6.45,6.42,3.8
0.7,Premium,J,VVS2,60.6,58.0,1764,5.73,5.82,3.5
0.92,Ideal,E,SI1,61.4,54.6,4258,6.25,6.29,3.85
0.38,Very Good,F,VS1,61.4,61.0,746,4.66,4.69,2.87
1.11,Premium,F,SI2,62.2,57.0,5284,6.67,6.61,4.13
0.31,Premium,E,VS1,60.5,59.0,942,4.37,4.36,2.64
0.71,Ideal,J,VS1,62.3,55.0,2085,5.7,5.73,3.56
0.4,Very Good,F,VS1,60.4,61.0,982,4.74,4.77,2.87
1.23,Ideal,F,VVS2,61.8,56.0,11141,6.89,6.84,4.24
0.48,Very Good,E,SI1,62.7,58.5,1349,4.99,5.01,3.14
0.27,Ideal,I,VVS2,61.2,56.0,587,4.18,4.2,2.56
0.38,Premium,F,VVS1,59.2,58.0,1257,4.8,4.76,2.83
0.31,Good,G,VS1,63.7,56.0,625,4.27,4.3,2.73
0.7,Very Good,E,SI1,62.8,56.0,2239,5.69,5.72,3.58
0.42,Ideal,F,SI1,60.9,55.0,773,4.84,4.88,2.96
1.5,Good,E,VS2,63.7,56.0,13653,7.18,7.16,4.57
0.42,Premium,F,VS2,61.7,59.0,945,4.82,4.75,2.95
0.52,Ideal,D,SI1,62.4,56.0,1600,5.12,5.17,3.21
0.92,Good,E,SI1,63.7,57.0,4183,6.14,6.11,3.9
0.5,Good,D,SI1,63.9,56.0,1257,5.02,4.93,3.18
1.0,Fair,J,SI2,69.9,61.0,2117,6.13,5.86,4.23
0.3,Very Good,F,IF,62.4,56.0,886,4.28,4.31,2.68
1.36,Premium,I,VS2,61.9,56.0,7104,7.17,7.08,4.41
1.73,Premium,H,SI1,62.0,59.0,12058,7.68,7.59,4.73
0.3,Very Good,G,VS2,63.5,55.0,675,4.25,4.22,2.69
2.0,Premium,I,VS2,59.5,62.0,15651,8.21,8.13,4.86
0.41,Very Good,E,SI2,63.0,57.0,638,4.7,4.73,2.97
0.41,Ideal,E,SI1,62.1,54.0,969,4.81,4.76,2.97
0.56,Ideal,G,VS1,61.2,54.0,1890,5.36,5.32,3.27
0.51,Very Good,E,SI1,61.0,58.0,1343,5.1,5.13,3.12
0.59,Very Good,E,SI1,62.9,58.0,1652,5.31,5.34,3.35
1.01,Premium,G,VS1,59.3,59.0,5632,6.49,6.52,3.86
0.66,Good,G,VS1,61.6,61.0,2139,5.56,5.63,3.43
0.34,Premium,E,SI2,62.5,59.0,612,4.46,4.43,2.78
0.32,Ideal,D,VS2,61.6,56.0,972,4.4,4.37,2.7
0.61,Ideal,G,IF,61.8,52.0,2601,5.46,5.55,3.4
0.3,Very Good,I,SI1,63.0,57.0,405,4.28,4.32,2.71
1.23,Good,H,SI1,63.9,56.0,5889,6.81,6.77,4.34
1.02,Very Good,G,VVS2,62.5,59.0,7724,6.34,6.42,3.99
0.35,Very Good,E,SI1,62.9,58.0,614,4.48,4.52,2.83
0.47,Premium,G,VS2,61.0,59.0,1116,5.03,5.0,3.06
2.01,Ideal,I,SI1,62.3,58.0,14540,8.06,8.02,5.01
0.5,Very Good,I,VS1,63.1,56.0,1013,5.07,5.01,3.18
0.57,Ideal,F,VVS2,61.5,57.0,2360,5.36,5.31,3.28
0.52,Ideal,F,VS2,61.6,56.0,1446,5.14,5.18,3.18
2.04,Fair,E,SI2,65.4,55.0,12799,7.87,7.93,5.17
0.53,Very Good,G,VS1,60.2,55.0,1722,5.25,5.28,3.17
0.8,Good,E,VS1,60.2,54.0,4444,6.04,6.01,3.63
0.42,Premium,F,VVS2,60.3,59.0,1142,4.83,4.86,2.92
0.6,Ideal,E,VS2,60.6,56.0,2141,5.47,5.52,3.33
0.52,Good,G,VS1,63.3,55.0,1689,5.09,5.12,3.23
0.54,Premium,H,VS1,62.6,59.0,1600,5.19,5.22,3.26
0.5,Very Good,F,VVS2,61.9,56.0,2003,5.09,5.12,3.16
0.38,Ideal,I,VS1,61.9,54.1,703,4.64,4.71,2.89
0.25,Very Good,E,VVS1,57.7,62.0,548,4.16,4.19,2.41
1.57,Very Good,G,SI2,61.1,61.0,8419,7.43,7.46,4.55
2.01,Premium,H,SI2,62.3,60.0,14558,7.97,7.95,4.96
0.5,Premium,G,VS1,62.5,60.0,1624,5.06,5.08,3.17
1.22,Ideal,E,VS1,61.8,56.0,10823,6.84,6.88,4.24
1.01,Good,E,VVS1,63.1,59.0,10567,6.31,6.34,3.99
1.01,Good,D,IF,63.4,59.0,15081,6.26,6.39,4.01
1.03,Ideal,F,VVS2,62.0,56.0,9413,6.48,6.45,4.01
0.7,Ideal,G,VS2,61.9,56.0,3253,5.68,5.7,3.52
0.28,Very Good,F,IF,62.2,55.0,612,4.23,4.26,2.64
1.14,Premium,I,SI1,59.1,58.0,4788,6.83,6.81,4.03
1.2,Ideal,G,SI1,60.5,56.0,5996,6.84,6.87,4.15
0.35,Premium,F,VS2,61.8,58.0,906,4.52,4.48,2.78
0.7,Good,H,SI1,61.9,62.0,2088,5.57,5.61,3.46
0.42,Ideal,F,VVS2,61.3,57.0,1142,4.8,4.82,2.95
0.42,Ideal,D,SI2,62.4,57.0,898,4.81,4.78,2.99
1.06,Ideal,G,VS2,61.9,54.0,6890,6.54,6.58,4.06
1.14,Ideal,D,SI2,61.4,56.0,5650,6.77,6.69,4.13
0.41,Very Good,G,VS1,58.9,60.0,839,4.84,4.87,2.86
1.01,Very Good,D,SI1,61.1,58.0,5619,6.46,6.51,3.96
0.3,Ideal,G,VVS1,62.0,58.0,764,4.28,4.3,2.66
0.5,Ideal,E,VS2,61.6,55.0,1624,5.09,5.14,3.15
1.21,Premium,G,VS2,63.0,58.0,7318,6.72,6.67,4.22
0.3,Ideal,I,SI2,62.0,55.0,360,4.32,4.33,2.68
0.31,Ideal,G,VVS2,62.1,54.0,687,4.38,4.41,2.73
2.16,Very Good,J,SI1,61.4,58.0,14715,8.29,8.31,5.1
1.51,Very Good,G,VS2,59.3,58.0,11161,7.32,7.49,4.39
0.5,Very Good,G,VVS1,61.5,56.0,1843,5.11,5.14,3.15
0.5,Ideal,E,SI1,62.2,57.0,1331,5.05,5.08,3.15
0.46,Ideal,E,VS1,62.2,54.0,1393,4.9,4.94,3.06
0.32,Premium,H,VVS1,62.5,58.0,936,4.37,4.33,2.72
0.3,Ideal,F,IF,61.3,56.0,886,4.33,4.35,2.66
0.24,Ideal,F,VS2,61.8,57.0,408,3.97,3.99,2.46
0.37,Ideal,H,VS2,60.7,58.0,603,4.64,4.68,2.83
0.32,Ideal,D,VS2,62.7,57.0,758,4.4,4.44,2.77
0.77,Good,H,VVS2,57.9,61.0,3027,6.07,6.01,3.5
1.21,Ideal,J,SI1,61.9,54.0,5341,6.85,6.88,4.25
0.4,Ideal,E,VS2,62.4,56.0,912,4.71,4.74,2.95
0.51,Very Good,I,VS2,60.3,63.0,1068,5.16,5.13,3.1
0.5,Fair,H,VS1,66.6,58.0,1134,4.95,4.84,3.26
1.51,Fair,F,I1,67.5,56.0,3734,7.17,7.05,4.8
1.03,Ideal,H,I1,61.5,57.0,3230,6.52,6.48,4.0
1.5,Ideal,I,VS1,62.0,54.0,10164,7.32,7.38,4.56
1.4,Ideal,H,IF,60.9,57.0,10976,7.22,7.29,4.42
1.25,Very Good,I,SI2,61.0,60.0,4950,6.93,6.98,4.24
0.32,Ideal,D,VS2,61.9,55.0,972,4.43,4.39,2.73
0.39,Ideal,J,SI1,61.0,56.0,568,4.71,4.73,2.88
0.91,Good,F,SI2,56.9,62.0,2461,6.51,6.45,3.69
1.05,Ideal,I,SI1,60.4,57.0,3822,6.6,6.58,3.98
1.0,Fair,H,SI2,63.7,54.0,3164,6.42,6.27,4.06
1.5,Good,H,SI2,57.3,62.0,5833,7.55,7.5,4.31
0.34,Ideal,G,IF,61.9,57.0,1014,4.47,4.48,2.77
1.51,Premium,H,SI2,60.4,59.0,7864,7.3,7.27,4.4
0.26,Ideal,D,VS1,62.0,55.0,452,4.1,4.12,2.55
0.71,Very Good,G,VVS2,60.8,58.0,2977,5.75,5.77,3.5
0.28,Very Good,E,VVS2,59.8,57.0,642,4.28,4.32,2.57
0.76,Ideal,H,VVS1,62.1,56.0,3363,5.81,5.89,3.63
0.31,Premium,D,SI1,61.4,58.0,732,4.39,4.34,2.68
2.02,Ideal,I,VS1,62.1,56.0,18324,8.13,8.09,5.04
0.54,Ideal,E,VVS2,61.9,54.5,2479,5.22,5.25,3.23
1.5,Ideal,H,SI2,62.4,57.0,9104,7.29,7.33,4.56
0.63,Fair,E,VS2,65.7,60.0,2011,5.41,5.31,3.52
1.16,Ideal,F,VVS1,61.5,56.0,13595,6.76,6.81,4.17
0.32,Ideal,D,SI2,59.5,57.0,612,4.5,4.47,2.67
0.32,Ideal,E,VS2,62.1,54.0,702,4.4,4.42,2.74
1.01,Fair,E,VS2,66.6,55.0,4525,6.27,6.2,4.15
1.25,Ideal,D,VS1,61.7,56.0,10441,6.92,7.01,4.3
1.03,Premium,G,SI1,58.2,59.0,4900,6.7,6.64,3.88
0.39,Ideal,F,VS1,62.2,56.0,1024,4.7,4.63,2.9
0.75,Ideal,E,VS2,61.7,56.0,3150,5.86,5.84,3.61
1.5,Premium,G,SI1,62.9,56.0,9954,7.34,7.22,4.58
1.0,Very Good,H,VS2,64.7,56.0,5883,6.23,6.29,4.05
0.72,Ideal,D,SI2,61.8,56.0,2618,5.75,5.78,3.56
0.67,Ideal,G,SI1,60.4,57.0,1662,5.67,5.65,3.42
0.28,Ideal,F,IF,62.4,55.0,828,4.2,4.17,2.61
0.3,Premium,G,SI1,61.0,57.0,574,4.34,4.31,2.64
0.52,Premium,D,VS2,59.4,61.0,1828,5.24,5.23,3.11
1.53,Very Good,H,IF,63.1,57.0,13369,7.34,7.25,4.6
0.31,Very Good,G,VVS1,60.4,59.0,816,4.37,4.41,2.65
0.8,Ideal,D,SI2,61.5,58.0,3173,5.97,6.0,3.68
0.47,Fair,D,IF,60.6,60.0,2211,5.09,4.98,3.05
1.0,Fair,H,VVS2,65.1,57.0,4312,6.27,6.23,4.07
1.0,Premium,F,SI1,62.6,60.0,5197,6.3,6.32,3.95
0.83,Ideal,F,SI1,62.1,57.0,3010,6.0,6.02,3.73
1.07,Ideal,G,VVS1,62.6,54.0,9276,6.58,6.5,4.1
0.33,Ideal,I,IF,61.2,56.0,862,4.46,4.49,2.74
0.9,Ideal,F,VS2,60.5,54.0,4531,6.22,6.17,3.75
0.31,Ideal,E,VVS1,62.1,55.0,853,4.34,4.36,2.7
0.51,Premium,E,SI1,58.8,58.0,1443,5.28,5.23,3.09
0.53,Ideal,D,SI1,62.0,55.0,1753,5.24,5.22,3.24
0.71,Ideal,D,SI2,60.2,57.0,2262,5.77,5.83,3.49
0.44,Ideal,E,VVS2,61.8,56.0,1334,4.93,4.88,3.03
0.71,Ideal,F,VS1,62.6,57.0,3199,5.7,5.73,3.58
0.59,Good,E,VS2,61.3,62.0,1845,5.36,5.4,3.3
0.3,Very Good,D,SI1,63.3,55.0,709,4.31,4.28,2.72
1.05,Ideal,G,VVS1,60.1,57.0,8546,6.63,6.68,4.0
1.61,Premium,G,SI1,62.6,58.0,11303,7.48,7.45,4.67
0.56,Very Good,G,VS2,63.4,58.0,1590,5.23,5.28,3.33
0.39,Ideal,I,VVS2,60.8,56.0,849,4.74,4.76,2.89
0.96,Premium,H,VS2,61.7,55.0,4529,6.36,6.31,3.91
2.26,Very Good,H,SI2,63.3,59.0,13923,8.35,8.26,5.25
0.58,Ideal,F,VS1,60.3,57.0,2227,5.47,5.44,3.29
0.41,Premium,E,SI1,60.4,59.0,775,4.8,4.75,2.88
0.34,Ideal,F,IF,60.7,57.0,1074,4.5,4.53,2.74
0.43,Premium,G,VVS1,62.2,58.0,1207,4.78,4.83,2.99
1.0,Premium,F,SI2,61.6,61.0,4452,6.36,6.33,3.91
2.0,Good,G,VS2,64.1,55.0,17898,7.94,7.88,5.07
1.55,Good,J,VS1,62.3,56.0,8076,7.44,7.52,4.66
2.02,Fair,H,SI1,66.3,57.0,13502,7.71,7.79,5.14
1.21,Premium,G,SI2,59.1,55.0,5184,7.04,6.98,4.14
0.3,Very Good,I,VS2,62.7,56.0,407,4.27,4.28,2.68
0.52,Very Good,E,VS2,62.3,57.0,1689,5.1,5.17,3.2
1.53,Ideal,H,SI1,59.8,59.0,10063,7.48,7.54,4.49
0.31,Premium,G,VVS1,62.5,57.0,1046,4.4,4.3,2.72
0.33,Ideal,F,VS2,61.4,57.0,854,4.48,4.45,2.74
1.4,Premium,H,SI1,62.2,58.0,8223,7.16,7.12,4.44
0.39,Good,F,VVS2,57.7,61.0,1058,4.91,4.8,2.8
0.9,Good,E,SI2,63.0,58.0,3736,6.08,6.11,3.84
0.78,Very Good,D,SI1,62.4,58.0,2945,5.86,5.9,3.67
1.1,Premium,E,VVS2,60.1,58.0,10577,6.76,6.69,4.04
0.9,Premium,H,VS2,61.6,58.0,4032,6.26,6.18,3.83
1.09,Ideal,F,VVS2,62.5,55.0,9668,6.52,6.6,4.1
1.05,Good,H,IF,64.3,58.0,6703,6.5,6.35,4.13
0.9,Very Good,H,VVS2,63.5,55.0,4963,6.14,6.08,3.88
0.43,Ideal,H,SI1,62.4,56.0,919,4.83,4.81,3.01
0.54,Ideal,G,VVS1,62.0,57.0,2030,5.25,5.21,3.24
1.17,Very Good,D,SI2,60.9,60.0,6062,6.72,6.78,4.11
0.72,Premium,F,SI1,62.0,60.0,2364,5.74,5.77,3.57
1.11,Premium,G,SI1,62.3,58.0,5408,6.61,6.52,4.09
1.04,Very Good,D,SI1,58.9,58.0,6138,6.66,6.69,3.93
0.71,Premium,D,VS1,61.6,58.0,3479,5.78,5.72,3.54
0.7,Very Good,G,VVS2,62.9,59.0,2848,5.61,5.68,3.55
0.41,Ideal,G,VVS2,62.5,55.0,1076,4.76,4.75,2.97
0.56,Ideal,D,VS2,62.2,56.0,1929,5.28,5.26,3.28
0.9,Premium,H,VS2,61.8,58.0,4082,6.17,6.12,3.8
1.31,Ideal,G,VS1,62.0,53.0,10556,7.06,7.07,4.37
2.01,Premium,J,SI1,61.7,60.0,9793,8.12,8.09,5.0
0.31,Ideal,G,VS1,62.3,54.0,600,4.35,4.38,2.72
0.76,Ideal,D,SI2,62.4,57.0,2770,5.78,5.83,3.62
0.31,Ideal,G,VVS2,62.1,54.0,677,4.37,4.39,2.72
0.73,Ideal,G,VVS1,61.6,56.0,3487,5.77,5.82,3.57
0.5,Premium,G,VS1,60.7,62.0,1629,5.1,5.08,3.09
1.5,Very Good,J,VS2,60.5,63.0,7308,7.32,7.27,4.41
0.7,Premium,E,SI1,61.3,58.0,2753,5.68,5.71,3.49
0.83,Premium,F,SI2,61.4,59.0,2840,6.08,6.04,3.72
1.2,Ideal,H,SI1,61.2,60.0,6569,6.87,6.82,4.19
0.76,Ideal,D,VS1,62.0,56.0,4243,5.84,5.87,3.63
0.27,Ideal,I,VS1,62.5,54.0,432,4.16,4.19,2.61
1.55,Ideal,E,SI1,61.5,56.0,13291,7.4,7.36,4.54
1.03,Premium,H,VS1,62.5,59.0,5624,6.47,6.43,4.03
1.09,Ideal,I,SI1,59.4,61.0,4692,6.68,6.73,3.98
1.58,Ideal,G,SI1,62.2,55.0,11927,7.44,7.5,4.65
1.01,Good,H,SI1,63.4,59.0,4749,6.28,6.34,4.0
0.54,Ideal,D,VS2,61.8,57.0,1993,5.26,5.22,3.24
1.08,Ideal,I,VS2,61.9,57.0,5172,6.54,6.61,4.07
1.6,Premium,G,VVS2,60.6,60.0,16215,7.57,7.51,4.57
0.32,Premium,F,SI1,60.0,59.0,684,4.45,4.42,2.66
2.01,Premium,H,SI1,60.6,59.0,13387,8.23,8.17,4.97
0.65,Very Good,F,VS1,59.3,56.0,2406,5.64,5.76,3.37
0.7,Very Good,G,VVS2,61.0,59.0,3039,5.67,5.7,3.47
0.9,Premium,J,SI2,63.0,59.0,2717,6.14,6.11,3.86
1.0,Good,G,VS2,63.6,58.0,5002,6.26,6.35,4.01
0.41,Ideal,E,VVS2,61.8,57.0,1243,4.8,4.75,2.95
0.64,Very Good,E,VS2,63.4,54.0,2114,5.52,5.49,3.49
1.25,Ideal,H,VS1,62.1,57.0,8365,6.89,6.92,4.29
1.06,Premium,D,SI1,59.4,57.0,5817,6.72,6.65,3.97
0.4,Premium,E,VS2,60.7,60.0,975,4.75,4.7,2.87
1.06,Ideal,F,SI1,62.1,57.0,5655,6.51,6.53,4.05
0.24,Good,E,VVS1,58.0,60.0,526,4.08,4.12,2.38
0.5,Ideal,G,VVS2,62.1,55.0,1838,5.05,5.09,3.15
1.37,Premium,J,VVS2,59.4,61.0,7319,7.29,7.25,4.32
1.01,Good,G,SI2,63.4,57.0,3852,6.32,6.37,4.02
1.5,Very Good,I,VS1,62.8,58.0,9033,7.17,7.23,4.52
0.5,Ideal,F,VS2,60.9,57.0,1749,5.14,5.16,3.14
1.11,Ideal,H,VS2,64.0,58.0,5632,6.52,6.46,4.16
0.33,Ideal,F,VS2,62.1,55.0,854,4.47,4.45,2.77
1.37,Ideal,J,SI1,62.1,55.0,6339,7.13,7.16,4.44
1.29,Fair,H,I1,67.7,62.0,2596,6.69,6.59,4.5
0.46,Very Good,F,VVS1,62.3,56.0,1838,4.94,4.98,3.09
0.3,Ideal,F,VVS2,61.4,56.0,694,4.32,4.35,2.66
0.7,Very Good,H,VS1,63.3,59.0,2484,5.62,5.66,3.57
1.01,Premium,E,VS1,62.0,59.0,7821,6.38,6.42,3.97
0.5,Ideal,E,VS2,63.0,54.0,1629,5.09,5.04,3.19
0.32,Premium,G,VS2,60.5,58.0,720,4.42,4.41,2.67
1.31,Very Good,G,VVS2,62.2,59.0,11108,6.91,6.98,4.32
0.72,Ideal,E,SI1,61.0,56.0,2976,5.82,5.85,3.56
0.4,Very Good,E,VS2,63.0,59.0,693,4.66,4.68,2.94
1.01,Very Good,E,SI2,61.5,56.0,4666,6.45,6.47,3.97
0.3,Premium,G,VS1,62.0,60.0,776,4.28,4.23,2.64
0.31,Ideal,E,VVS2,60.8,57.0,1046,4.39,4.36,2.66
0.53,Ideal,I,VVS1,62.2,53.0,1435,5.17,5.21,3.23
1.04,Good,F,SI2,64.2,56.0,4321,6.39,6.36,4.09
1.0,Very Good,E,SI2,58.8,62.0,4004,6.5,6.53,3.83
0.51,Ideal,G,VVS1,61.0,57.0,1933,5.17,5.19,3.16
0.4,Ideal,F,VS1,62.7,55.0,982,4.74,4.76,2.98
0.51,Fair,F,VS2,56.3,61.0,1602,5.34,5.29,2.99
0.3,Ideal,E,VVS2,60.8,57.0,742,4.33,4.35,2.64
1.01,Very Good,F,VS1,59.9,59.0,6825,6.52,6.57,3.92
0.41,Premium,E,SI2,62.1,58.0,876,4.77,4.73,2.95
0.37,Premium,G,VS1,58.4,59.0,817,4.76,4.69,2.76
2.01,Premium,H,SI2,62.0,60.0,14364,8.11,8.04,5.02
1.62,Ideal,I,VVS2,62.7,54.0,11587,7.47,7.52,4.7
1.54,Ideal,G,VVS2,62.0,54.0,15415,7.36,7.43,4.59
0.31,Ideal,G,VVS1,62.5,55.0,816,4.33,4.34,2.71
0.76,Premium,E,SI2,59.3,62.0,2329,6.01,5.96,3.55
1.2,Ideal,I,VS1,62.1,56.5,6210,6.8,6.84,4.23
0.77,Very Good,I,VS2,62.4,63.0,2054,5.8,5.84,3.63
0.52,Very Good,E,SI2,60.7,56.0,1112,5.17,5.21,3.15
1.04,Ideal,G,VS2,61.9,57.0,6290,6.5,6.46,4.01
0.9,Premium,F,SI1,62.6,60.0,3881,6.14,6.1,3.83
0.68,Good,F,SI1,61.2,61.0,1924,5.59,5.63,3.43
0.4,Fair,G,VS2,64.6,55.0,722,4.62,4.64,2.99
0.31,Ideal,G,VS2,59.6,57.0,698,4.43,4.4,2.63
0.32,Very Good,H,VVS1,62.7,57.0,730,4.36,4.41,2.75
1.02,Premium,D,SI2,62.5,59.0,4907,6.43,6.38,4.0
1.0,Premium,G,VS2,63.0,59.0,5806,6.4,6.36,4.02
1.09,Very Good,E,SI1,62.8,56.0,5771,6.53,6.6,4.12
0.95,Premium,G,SI1,62.6,58.0,4150,6.26,6.21,3.9
0.23,Very Good,E,VVS1,59.3,62.0,485,3.99,4.0,2.37
0.7,Very Good,G,VVS1,63.1,56.0,3073,5.64,5.67,3.57
0.51,Good,D,VS2,63.5,56.0,1668,5.04,5.1,3.22
0.52,Good,E,VS2,63.3,56.0,1554,5.08,5.12,3.23
0.62,Ideal,H,VVS1,61.1,56.0,2197,5.48,5.52,3.36
1.23,Very Good,F,VS1,60.6,58.0,9346,6.88,6.95,4.19
1.56,Ideal,J,VS2,62.4,57.0,7809,7.39,7.46,4.63
0.51,Ideal,J,SI2,62.1,56.0,885,5.1,5.14,3.18
0.33,Good,G,IF,57.9,60.0,1052,4.57,4.55,2.64
0.4,Premium,G,SI1,62.7,59.0,900,4.71,4.67,2.94
0.54,Premium,J,VS2,62.6,58.0,1143,5.22,5.16,3.25
0.53,Ideal,D,VS2,60.2,55.0,1610,5.26,5.3,3.18
1.5,Very Good,G,VS1,60.2,58.0,13596,7.38,7.41,4.45
0.31,Ideal,F,IF,61.3,55.0,914,4.38,4.43,2.7
1.51,Premium,H,VS1,59.8,61.0,9234,7.41,7.35,4.41
0.79,Premium,H,SI1,61.8,59.0,2275,5.97,5.91,3.67
1.1,Ideal,G,SI1,61.6,56.0,5610,6.59,6.68,4.09
0.73,Premium,I,VVS2,60.6,58.0,2519,5.84,5.78,3.52
2.0,Good,H,SI1,58.0,58.0,17447,8.21,8.26,4.78
0.39,Premium,F,VVS1,59.7,58.0,1232,4.73,4.75,2.83
0.34,Very Good,G,VS1,63.1,57.0,880,4.45,4.4,2.79
0.57,Very Good,J,IF,59.8,59.0,1592,5.39,5.41,3.23
0.35,Ideal,D,SI1,62.3,55.0,644,4.52,4.56,2.83
0.31,Ideal,E,VS2,61.8,54.0,872,4.37,4.34,2.69
1.2,Premium,H,SI2,62.4,61.0,5040,6.81,6.78,4.24
0.29,Premium,G,VS1,62.1,59.0,547,4.25,4.22,2.63
0.78,Ideal,D,SI1,61.2,58.0,3326,5.92,5.95,3.63
1.01,Very Good,H,VVS1,61.1,58.0,6777,6.41,6.45,3.93
1.2,Premium,H,SI1,62.9,55.0,5975,6.77,6.74,4.25
0.32,Premium,G,VS2,62.0,58.0,720,4.38,4.33,2.7
0.73,Ideal,E,VS2,62.7,56.0,3077,5.75,5.8,3.62
0.32,Ideal,F,VVS2,60.7,57.0,1068,4.42,4.45,2.69
1.25,Ideal,D,SI2,61.9,54.4,6779,6.9,6.93,4.28
2.0,Ideal,G,SI1,61.7,55.0,13675,8.11,8.07,4.99
0.83,Very Good,E,SI1,62.1,58.0,3002,6.01,6.04,3.74
0.3,Premium,I,VVS1,62.6,60.0,552,4.25,4.28,2.67
1.26,Premium,H,SI2,61.3,57.0,6350,6.96,6.87,4.24
0.3,Very Good,F,VS1,61.5,56.0,654,4.31,4.34,2.66
0.71,Ideal,D,SI1,61.7,57.0,2863,5.75,5.7,3.53
0.5,Very Good,E,VS2,61.2,63.0,1623,5.14,5.09,3.13
0.38,Ideal,F,SI1,62.5,53.7,693,4.64,4.66,2.91
1.04,Premium,F,VS2,61.9,58.0,6908,6.55,6.51,4.04
1.51,Premium,D,VS2,61.7,58.0,15531,7.33,7.29,4.51
1.03,Very Good,H,VS1,61.9,59.0,6294,6.44,6.49,4.0
0.56,Good,E,VS2,61.4,62.0,1736,5.34,5.28,3.26
0.31,Ideal,F,VVS1,62.4,57.0,959,4.32,4.3,2.69
0.55,Ideal,F,SI2,62.4,56.0,1263,5.26,5.22,3.27
0.34,Very Good,H,VS1,63.1,57.0,765,4.44,4.4,2.79
0.54,Ideal,H,VS1,61.5,56.0,1637,5.24,5.23,3.22
0.31,Ideal,I,VS2,61.6,57.0,452,4.36,4.4,2.7
0.31,Ideal,G,VVS1,60.8,56.0,1046,4.39,4.36,2.66
0.43,Ideal,H,IF,61.9,55.0,1151,4.87,4.89,3.02
1.01,Good,F,SI2,63.8,57.0,3597,6.36,6.31,4.04
0.9,Very Good,H,SI1,62.8,57.0,3437,6.14,6.18,3.87
1.02,Ideal,I,VS2,60.8,57.0,4281,6.42,6.5,3.93
